date,symbol,close,volume
2020-01-01,^GSPC,97.27476315059191,2548250
2020-01-02,^GSPC,95.00046072519517,3934683
2020-01-03,^GSPC,92.59263793643298,3748097
2020-01-06,^GSPC,91.50433116820828,1291494
2020-01-07,^GSPC,94.21703217946889,5778684
2020-01-08,^GSPC,91.26556325287926,4667449
2020-01-09,^GSPC,93.05248724415304,6962231
2020-01-10,^GSPC,95.46714702188916,6689314
2020-01-13,^GSPC,94.85527778849949,4922732
2020-01-14,^GSPC,93.59192673867909,6281498
2020-01-15,^GSPC,94.54116342723522,1917135
2020-01-16,^GSPC,96.9038561359921,6743294
2020-01-17,^GSPC,101.14927469326389,3884283
2020-01-20,^GSPC,103.02420089867641,3015915
2020-01-21,^GSPC,106.38040517923788,5966682
2020-01-22,^GSPC,105.49682747592719,4808604
2020-01-23,^GSPC,103.7261328889975,3122718
2020-01-24,^GSPC,100.23103260052702,4713829
2020-01-27,^GSPC,97.98845829167838,3184570
2020-01-28,^GSPC,97.3448040210301,2887328
2020-01-29,^GSPC,97.78868605181233,3191333
2020-01-30,^GSPC,95.28901053219057,5505126
2020-01-31,^GSPC,96.9109931292286,5780451
2020-02-03,^GSPC,96.77909932293443,5975742
2020-02-04,^GSPC,95.60381185975412,6876237
2020-02-05,^GSPC,94.20744411068084,5478642
2020-02-06,^GSPC,98.080666872213,5928008
2020-02-07,^GSPC,98.48128392606003,6889801
2020-02-10,^GSPC,96.78164165565036,1216141
2020-02-11,^GSPC,95.00282934457766,6147687
2020-02-12,^GSPC,98.5613017397774,4148563
2020-02-13,^GSPC,97.49023430648175,1108802
2020-02-14,^GSPC,99.87621827923748,4358438
2020-02-17,^GSPC,102.78915588857684,6383896
2020-02-18,^GSPC,98.08264323039788,5387084
2020-02-19,^GSPC,100.80144485049959,1273154
2020-02-20,^GSPC,100.45180065995605,6878146
2020-02-21,^GSPC,98.34406354364813,6171063
2020-02-24,^GSPC,97.34323086286633,4174645
2020-02-25,^GSPC,98.50335925123696,3645026
2020-02-26,^GSPC,99.3090705424003,2483586
2020-02-27,^GSPC,100.22373516119674,4453979
2020-02-28,^GSPC,98.84085604819613,6357950
2020-03-02,^GSPC,101.43855944464923,3791497
2020-03-03,^GSPC,104.55704547380395,3419893
2020-03-04,^GSPC,108.46552126971972,4362192
2020-03-05,^GSPC,110.71176117946302,6116748
2020-03-06,^GSPC,114.98371740505785,5006495
2020-03-09,^GSPC,119.87955611112665,2190827
2020-03-10,^GSPC,121.65198972030598,6188893
2020-03-11,^GSPC,123.88104859895633,2306804
2020-03-12,^GSPC,125.41025885057198,1989167
2020-03-13,^GSPC,126.88113157186815,6368699
2020-03-16,^GSPC,129.16053724191292,6601540
2020-03-17,^GSPC,124.83628920722208,4311396
2020-03-18,^GSPC,124.11523887359665,4698783
2020-03-19,^GSPC,125.41312868597649,2019778
2020-03-20,^GSPC,120.21517828578267,6865772
2020-03-23,^GSPC,116.83270653657114,5030081
2020-03-24,^GSPC,120.61691389553535,3549649
2020-03-25,^GSPC,118.14628718880161,5673317
2020-03-26,^GSPC,117.13177138109963,1355921
2020-03-27,^GSPC,118.09253103040828,6386446
2020-03-30,^GSPC,117.05099849893499,3835234
2020-03-31,^GSPC,115.11778695868927,3406450
2020-04-01,^GSPC,114.01019369883629,1832607
2020-04-02,^GSPC,113.1136231897828,6401433
2020-04-03,^GSPC,111.88111876473639,3125150
2020-04-06,^GSPC,112.36749759633122,3352125
2020-04-07,^GSPC,116.06397141537697,4712343
2020-04-08,^GSPC,116.97229912315856,1821693
2020-04-09,^GSPC,120.85532753845159,4907780
2020-04-10,^GSPC,122.7277745938239,2521624
2020-04-13,^GSPC,124.86590788180196,4550136
2020-04-14,^GSPC,126.4183979357017,6654191
2020-04-15,^GSPC,125.75113880742357,5572294
2020-04-16,^GSPC,126.89959891934379,6802495
2020-04-17,^GSPC,127.75726324920223,3164603
2020-04-20,^GSPC,125.00453195724637,4782695
2020-04-21,^GSPC,126.96274058510686,1743159
2020-04-22,^GSPC,128.5185871628165,6989751
2020-04-23,^GSPC,129.5557194400512,1325166
2020-04-24,^GSPC,128.1993610925066,2999455
2020-04-27,^GSPC,121.53713697669244,5948101
2020-04-28,^GSPC,125.18923202430052,2562534
2020-04-29,^GSPC,125.1008451886092,5727959
2020-04-30,^GSPC,119.74048573646479,5849296
2020-05-01,^GSPC,121.38019322345062,5700827
2020-05-04,^GSPC,119.76729915904383,5864704
2020-05-05,^GSPC,121.4965076157875,2631382
2020-05-06,^GSPC,121.33404285424916,2850104
2020-05-07,^GSPC,124.17150789129126,5930344
2020-05-08,^GSPC,124.83814156188251,3103892
2020-05-11,^GSPC,125.62340959893123,2060102
2020-05-12,^GSPC,126.0880722279541,1829075
2020-05-13,^GSPC,129.27965397641057,2219718
2020-05-14,^GSPC,126.01942277225815,1516054
2020-05-15,^GSPC,129.07384011482486,6712894
2020-05-18,^GSPC,130.9423302796466,2808458
2020-05-19,^GSPC,129.5820853066308,1899415
2020-05-20,^GSPC,129.66673878509246,2235485
2020-05-21,^GSPC,128.5995655391345,5882831
2020-05-22,^GSPC,128.84223403538664,3004794
2020-05-25,^GSPC,131.3555244387117,6660590
2020-05-26,^GSPC,129.66287066268265,6698546
2020-05-27,^GSPC,131.68083925349512,6091091
2020-05-28,^GSPC,134.2504392265312,4465770
2020-05-29,^GSPC,136.05544768521844,4981687
2020-06-01,^GSPC,140.40346150960545,2978973
2020-06-02,^GSPC,140.29964065671314,2456133
2020-06-03,^GSPC,142.3420017118634,4212727
2020-06-04,^GSPC,149.49760861704402,2686357
2020-06-05,^GSPC,149.68756631125706,1295836
2020-06-08,^GSPC,149.37570542732962,6950693
2020-06-09,^GSPC,149.49329772498962,6587580
2020-06-10,^GSPC,151.35193227144353,6216307
2020-06-11,^GSPC,149.58654150775283,4105247
2020-06-12,^GSPC,148.95791136983047,3341553
2020-06-15,^GSPC,143.83427664427012,1877261
2020-06-16,^GSPC,140.91593967051847,1956454
2020-06-17,^GSPC,138.13673726495549,2081127
2020-06-18,^GSPC,135.02847020611603,3742845
2020-06-19,^GSPC,133.92351817762656,4492867
2020-06-22,^GSPC,135.87469589811485,6062929
2020-06-23,^GSPC,134.9285047837001,6503040
2020-06-24,^GSPC,131.4522067768889,4799469
2020-06-25,^GSPC,132.18121051264845,6902842
2020-06-26,^GSPC,132.72185408837575,4904531
2020-06-29,^GSPC,129.093952266292,4803222
2020-06-30,^GSPC,129.5675194270051,1466141
2020-07-01,^GSPC,126.8767330590842,3721061
2020-07-02,^GSPC,125.36066113672074,4205307
2020-07-03,^GSPC,123.59860390034254,4295715
2020-07-06,^GSPC,125.71269189862603,1980400
2020-07-07,^GSPC,123.72373230797493,1813030
2020-07-08,^GSPC,123.01477748092766,3097660
2020-07-09,^GSPC,123.5460234239849,1379728
2020-07-10,^GSPC,126.18073971825527,6353362
2020-07-13,^GSPC,129.24777810990648,5091957
2020-07-14,^GSPC,126.70012331312242,4172396
2020-07-15,^GSPC,129.78772182679842,6193730
2020-07-16,^GSPC,130.65061495644355,1079160
2020-07-17,^GSPC,133.86243414241832,5152232
2020-07-20,^GSPC,136.773861352883,1992820
2020-07-21,^GSPC,135.41149654725416,6264847
2020-07-22,^GSPC,135.60922338726795,1536197
2020-07-23,^GSPC,134.90469670446933,3106324
2020-07-24,^GSPC,136.00569192060735,1424337
2020-07-27,^GSPC,140.5979368656541,1391245
2020-07-28,^GSPC,140.8494470578028,5046392
2020-07-29,^GSPC,139.07762544688453,6406349
2020-07-30,^GSPC,146.22255766637508,1825072
2020-07-31,^GSPC,143.41757101947863,3593601
2020-08-03,^GSPC,143.52012766178143,2838718
2020-08-04,^GSPC,143.57825008526132,6685761
2020-08-05,^GSPC,140.03090126604968,1885912
2020-08-06,^GSPC,142.34675221717973,6513054
2020-08-07,^GSPC,145.47253453830487,4020648
2020-08-10,^GSPC,145.33649322227532,3983813
2020-08-11,^GSPC,145.60530073858308,5890618
2020-08-12,^GSPC,145.2329042110191,1641970
2020-08-13,^GSPC,140.21836884447646,1065354
2020-08-14,^GSPC,140.99941288945627,6736865
2020-08-17,^GSPC,137.59207465432038,6058716
2020-08-18,^GSPC,135.05554685927035,4080317
2020-08-19,^GSPC,136.22213461213474,6769519
2020-08-20,^GSPC,138.83737640872047,6300929
2020-08-21,^GSPC,136.5273560379206,3931936
2020-08-24,^GSPC,139.73618441251426,3667588
2020-08-25,^GSPC,144.77155619878036,2241060
2020-08-26,^GSPC,145.36998302110786,5202311
2020-08-27,^GSPC,145.25201645408018,6592968
2020-08-28,^GSPC,145.94537153038584,4878917
2020-08-31,^GSPC,144.8804782892075,1598556
2020-09-01,^GSPC,142.5138572339635,2032968
2020-09-02,^GSPC,144.45586019610667,5004207
2020-09-03,^GSPC,146.63960816597452,1113829
2020-09-04,^GSPC,145.2831588714621,5490856
2020-09-07,^GSPC,144.21914036889333,2023358
2020-09-08,^GSPC,142.53493252653354,2947036
2020-09-09,^GSPC,140.6477402936601,1069203
2020-09-10,^GSPC,138.0348154881402,5232210
2020-09-11,^GSPC,133.9864495228055,5354776
2020-09-14,^GSPC,136.50627784084318,5909317
2020-09-15,^GSPC,135.6543726209241,4513333
2020-09-16,^GSPC,135.9415455727384,1626466
2020-09-17,^GSPC,140.9067105120301,2104024
2020-09-18,^GSPC,139.64649701405853,3554493
2020-09-21,^GSPC,141.35754324146862,4565633
2020-09-22,^GSPC,137.65512872230636,3018992
2020-09-23,^GSPC,136.0357938423069,3897147
2020-09-24,^GSPC,138.01415482417988,5124537
2020-09-25,^GSPC,137.390431551981,5370593
2020-09-28,^GSPC,133.56367425121078,3297030
2020-09-29,^GSPC,129.56812964427363,6800096
2020-09-30,^GSPC,130.51602266190127,5283033
2020-10-01,^GSPC,128.17470447846148,3143418
2020-10-02,^GSPC,129.98217904295817,4097338
2020-10-05,^GSPC,130.76376963485777,1124422
2020-10-06,^GSPC,130.00444423530894,3773975
2020-10-07,^GSPC,129.90353383684163,6968189
2020-10-08,^GSPC,131.91083702767733,3542713
2020-10-09,^GSPC,132.06669990624255,3848681
2020-10-12,^GSPC,129.650190007209,5900933
2020-10-13,^GSPC,130.574706852276,5564953
2020-10-14,^GSPC,129.72750806369916,6878423
2020-10-15,^GSPC,129.20038930179746,4075114
2020-10-16,^GSPC,130.7267320762694,2900959
2020-10-19,^GSPC,131.64295973105794,4484144
2020-10-20,^GSPC,134.3610225739161,3243352
2020-10-21,^GSPC,133.93766424169436,6949964
2020-10-22,^GSPC,132.80153712350142,4563268
2020-10-23,^GSPC,131.98068862018144,1512460
2020-10-26,^GSPC,133.03377816180927,1249360
2020-10-27,^GSPC,130.99288341013963,2683131
2020-10-28,^GSPC,130.1332329626687,1644167
2020-10-29,^GSPC,128.03919018159164,6908967
2020-10-30,^GSPC,126.15138254415976,2262340
2020-11-02,^GSPC,125.77942872801297,4043964
2020-11-03,^GSPC,131.826331641166,4046465
2020-11-04,^GSPC,130.91197928080177,1101957
2020-11-05,^GSPC,131.6532918991094,1279929
2020-11-06,^GSPC,131.97728783824294,5013860
2020-11-09,^GSPC,131.60526447365214,5689238
2020-11-10,^GSPC,131.76631078028834,5761171
2020-11-11,^GSPC,136.9084304878279,2045021
2020-11-12,^GSPC,136.2949736153694,5756901
2020-11-13,^GSPC,140.66174152361114,1431726
2020-11-16,^GSPC,142.53802927752207,5985089
2020-11-17,^GSPC,140.2059296344077,1654015
2020-11-18,^GSPC,138.51765580735437,3926210
2020-11-19,^GSPC,137.36011456867277,3726433
2020-11-20,^GSPC,134.53231362998193,3040795
2020-11-23,^GSPC,137.64040132836598,3466712
2020-11-24,^GSPC,138.8413807842733,4446484
2020-11-25,^GSPC,140.36860128705572,3420843
2020-11-26,^GSPC,137.64645824810586,2110054
2020-11-27,^GSPC,138.99168770761975,2270746
2020-11-30,^GSPC,137.62873622958168,3521484
2020-12-01,^GSPC,144.24954177573716,6520940
2020-12-02,^GSPC,144.09113896176922,6113883
2020-12-03,^GSPC,144.9851190454686,5968153
2020-12-04,^GSPC,146.25735512175112,2976940
2020-12-07,^GSPC,145.0034093871688,4424196
2020-12-08,^GSPC,143.99705381595535,4851036
2020-12-09,^GSPC,142.9897832542894,6163363
2020-12-10,^GSPC,145.46225331285052,5345965
2020-12-11,^GSPC,143.4952908710714,2910073
2020-12-14,^GSPC,143.1456947965166,3435026
2020-12-15,^GSPC,144.16107987639478,2192436
2020-12-16,^GSPC,143.10953499058726,4994029
2020-12-17,^GSPC,139.39756671791804,5333070
2020-12-18,^GSPC,136.2526564927228,1098247
2020-12-21,^GSPC,135.23875218166722,6172261
2020-12-22,^GSPC,132.77940666030153,4952659
